GRB	photon_index	photon_index_err	trigger_date	trigger_time	T90	z	ra	dec
110520A	1.7	0.19	2011-05-20	20:28:48	15.7	n/a	08:57:21.73	+56:25:38.9
110521A	1.5	0.41	2011-05-21	15:51:31.4	13.8	n/a	08:00:31.92	+45:49:36.7
110530A	2.0	0.17	2011-05-30	15:31:02	19.6	n/a	18:48:16.48	+61:55:43.6
110604A	2.1	0.725	2011-06-04	14:49:45.666	27.0	n/a	18:03:26.07	+18:24:00.3
110610A	2.3	0.205	2011-06-10	15:21:32	46.4	n/a	20:32:42.67	+74:49:30.0
110625A	1.4	0.345	2011-06-25	21:08:28	44.5	n/a	19:06:55.57	+06:45:16.2
110708A	n/a	n/a	2011-07-08	04:43:22	50.0	n/a	22:40:27.33	+53:57:45.6
110709	2.1	0.06595	n/a	n/a	n/a	n/a	10:58:37.09	-23:27:17.4
110709A	2.0	0.1149999999999999	2011-07-09	15:24:29	44.7	n/a	15:55:33.96	+40:55:27.4
110715A	1.8	0.0995	2011-07-15	13:13:50	13.0	0.82	15:50:44.03	-46:14:06.8
110719A	1.6	0.24	2011-07-19	06:09:11	41.0	n/a	01:38:19.38	+34:35:11.3
110726A	2.0	0.19	2011-07-26	01:30:40	5.2	n/a	19:06:52.20	+56:04:16.3
110731A	1.9	0.0905	2011-07-31	11:09:30	38.8	2.83	18:42:01.06	-28:32:13.3
110801A	2.0	0.0959	2011-08-01	19:49:42	385.0	1.858	05:57:44.92	+80:57:22.1
110802A	1.6	1.58	n/a	n/a	0.6	n/a	02:58:09.50	+32:34:44.5
110808A	2.2	0.215	2011-08-08	06:18:54	48.0	1.348	03:49:04.22	-44:11:42.0
110818A	1.9	0.09875	2011-08-18	20:37:49	103.0	3.36	21:09:20.85	-63:58:51.6
110820A	1.8	0.255	2011-08-20	17:38:27	256.0	n/a	22:52:46.10	+70:17:55.3
110903A	1.8	0.3399999999999999	2011-09-03	02:39:55	339.9	n/a	13:08:15.71	+58:58:54.2
110915	1.9	0.325	n/a	n/a	n/a	n/a	05:10:13.12	+01:55:57.4
110915A	2.2	0.135	2011-09-15	13:20:44	78.76	n/a	20:43:17.89	-00:43:23.0
110918A	2.1	0.365	2011-09-18	21:26:57	22.0	0.982	02:10:09.29	-27:06:22.1
110921A	2.0	0.10845	2011-09-21	13:51:20	48.0	n/a	19:36:23.46	+36:19:43.0
110928A	2.1	0.405	2011-09-28	01:51:31	26.7	n/a	17:10:55.81	+36:32:09.3
111008A	1.9	0.0717	2011-10-08	22:12:58	63.46	4.9898	04:01:48.22	-32:42:34.6
111016A	2.1	0.155	2011-10-16	18:37:04	550.0	n/a	10:15:20.17	+27:27:43.9
111018A	2.1	0.7649999999999999	2011-10-18	17:26:24	36.0	n/a	18:05:57.23	-03:54:25.8
111020A	2.4	0.525	2011-10-20	06:33:49	0.4	n/a	19:08:12.52	-38:00:43.0
111022	1.6	0.16055	n/a	n/a	n/a	n/a	07:15:51.54	+49:41:00.9
111022A	2.3	0.6299999999999999	2011-10-22	16:07:04	24.7	n/a	18:23:27.33	-23:40:25.0
111029A	2.9	0.815	2011-10-29	09:44:40	7.6	n/a	02:59:08.06	+57:06:39.0
111103	1.8	0.105	n/a	n/a	n/a	n/a	17:42:46.40	+01:36:36.0
111107A	2.1	0.14	2011-11-07	00:50:24	26.6	2.893	08:37:54.45	-66:31:11.2
111109A	2.5	0.585	2011-11-09	02:57:46	13.0	n/a	07:52:48.90	-41:35:03.4
111117A	2.1	0.365	2011-11-17	12:13:41	0.47	n/a	00:50:46.26	+23:00:40.5
111121A	1.9	0.175	2011-11-21	16:26:24	119.0	n/a	10:19:02.69	-46:40:14.8
111123A	2.5	0.185	2011-11-23	18:13:21	290.0	3.1516	10:19:23.17	-20:38:41.8
111129A	1.9	0.155	2011-11-29	16:18:14	7.6	1.0796	20:29:44.27	-52:42:47.5
111201A	2.2	0.4499999999999999	2011-12-01	14:22:45	20.0	n/a	12:41:54.65	+32:59:12.8
111204A	1.4	0.48	2011-12-04	13:37:28	48.0	n/a	22:26:30.77	-31:22:28.6
111205A	2.2	1.67	2011-12-05	13:10:50	85.0	n/a	08:58:43.26	-31:56:36.3
111208A	2.0	0.39	2011-12-08	08:28:11	20.0	n/a	19:20:53.79	+40:40:34.3
111209A	1.8	0.0739	2011-12-09	07:12:08	1400.0	0.677	00:57:22.60	-46:48:03.8
111210A	1.4	0.435	2011-12-10	14:37:03	2.52	n/a	12:45:54.38	-07:09:57.9
111211A	2.0	0.205	2011-12-11	22:17:33	15.0	0.478	10:12:21.69	+11:12:28.1
111212A	2.0	0.145	2011-12-12	09:23:07	60.0	n/a	20:41:43.58	-68:36:44.9
111215	1.4	0.385	n/a	n/a	n/a	n/a	14:49:36.26	+16:27:14.0
111215A	2.1	0.0995	2011-12-15	14:04:08	796.0	n/a	23:18:13.31	+32:29:38.8
111222A	1.5	1.4249999999999998	2011-12-22	14:51:55	1.0	n/a	11:56:52.92	+69:04:14.8
111225A	1.9	0.145	2011-12-25	03:50:37	106.8	0.297	00:52:37.37	+51:34:18.2
111228A	2.0	0.0748	2011-12-28	15:44:43	101.2	0.714	10:00:16.06	+18:17:50.6
111229A	2.0	0.16	2011-12-29	22:37:52	25.4	1.3805	05:05:09.21	-84:42:39.1
120102A	2.0	0.0775	2012-01-02	02:15:55	38.7	n/a	18:24:53.91	+24:42:46.9
120106A	2.1	0.225	2012-01-06	14:16:24	61.6	n/a	04:24:25.81	+64:02:18.8
120116A	2.2	0.185	2012-01-16	18:06:28	41.0	n/a	01:04:57.85	+33:55:50.5
120118	2.0	0.15	n/a	n/a	n/a	n/a	08:19:29.04	-07:11:05.4
120119A	1.5	0.09975	2012-01-19	04:04:30.21	253.8	1.728	08:00:06.90	-09:04:54.4
120121A	2.4	0.645	2012-01-21	09:42:19	26.1	n/a	16:37:25.07	-23:57:41.9
120202A	-0.16	1.225	2012-02-02	21:40:17	100.0	n/a	13:34:01.20	+22:46:26.6
120211A	1.2	0.195	2012-02-11	11:58:28	61.7	2.4	05:51:00.87	-24:46:30.6
120212A	2.1	0.155	2012-02-12	09:11:22	5.52	n/a	02:52:24.07	-18:01:15.1
120213A	2.2	0.14	2012-02-13	00:27:19	48.9	n/a	20:04:02.83	+65:24:40.6
120215A	2.1	0.19	2012-02-15	00:41:15	26.5	n/a	02:00:11.46	+08:48:07.6
120219A	2.0	0.18	2012-02-19	14:30:08	90.5	n/a	08:39:09.75	+51:01:54.3
120224A	2.2	0.14	2012-02-24	04:39:56	8.13	1.1	02:43:46.17	-17:45:40.6
120302A	1.3	0.45	2012-03-02	01:55:39	35.0	n/a	08:09:35.43	+29:37:39.3
120305A	2.9	0.615	2012-03-05	19:37:30	0.1	n/a	03:10:08.68	+28:29:31.0
120308A	1.6	0.0858	2012-03-08	06:13:38	60.6	n/a	14:36:19.99	+79:41:12.1
120311	2.0	0.215	n/a	n/a	n/a	n/a	17:14:14.89	-13:03:05.6
120311A	2.0	0.255	2012-03-11	05:33:38	3.5	n/a	18:12:22.09	+14:17:46.1
120312A	1.5	0.265	2012-03-12	16:06:28	14.2	n/a	16:47:09.20	+23:51:29.1
120320A	2.1	0.375	2012-03-20	11:56:15	25.74	n/a	14:10:04.24	+08:41:47.9
120324A	2.1	0.12	2012-03-24	05:59:11	118.0	n/a	19:24:18.84	+24:07:46.5
120326A	1.8	0.0676	2012-03-26	01:20:29	69.6	1.798	18:15:37.06	+69:15:35.5
120327A	1.8	0.091	2012-03-27	02:55:16	62.9	2.813	16:27:27.49	-29:24:53.9
120328A	3.0	0.4549999999999999	2012-03-28	03:06:19	24.2	n/a	16:06:27.38	-39:20:08.3
120401A	1.7	0.1222999999999999	2012-04-01	05:24:15	100.0	4.5	03:52:19.76	-17:38:08.3
120403	2.1	0.31	n/a	n/a	n/a	n/a	03:41:06.89	-89:00:32.0
120404A	1.9	0.12	2012-04-04	12:51:02	38.7	2.876	15:40:02.34	+12:53:05.3
120419A	n/a	n/a	2012-04-19	12:56:25	20.0	n/a	12:29:33.01	-63:00:31.5
120422A	2.3	0.27	2012-04-22	07:12:03	5.35	0.283	09:07:38.39	+14:01:06.2
120514A	2.2	0.3399999999999999	2012-05-14	01:12:49	164.4	n/a	18:52:00.20	-04:15:49.2
120521	2.0	0.33	n/a	n/a	n/a	n/a	13:08:02.30	-52:45:16.7
120521A	1.9	0.245	2012-05-21	05:59:42	0.45	n/a	09:54:53.94	-49:25:01.6
120521C	1.8	0.21	2012-05-21	23:22:07	26.7	6.0	14:17:08.74	+42:08:41.3
120612A	2.1	0.22	2012-06-12	02:05:19	90.0	n/a	08:26:53.20	-17:34:29.1
120624	2.4	2.3	n/a	n/a	n/a	n/a	11:23:31.95	+08:55:42.1
120630A	1.7	0.47	n/a	n/a	0.6	n/a	23:29:11.07	+42:33:20.3
120701A	2.0	0.245	n/a	n/a	13.8	n/a	05:21:23.50	-58:32:58.3
120703A	1.9	0.12	2012-07-03	17:25:22	25.2	n/a	22:37:25.76	-29:43:24.8
120711	1.4	0.345	n/a	n/a	n/a	n/a	22:06:46.00	+60:01:21.8
120711A	1.8	0.0654	2012-07-11	02:44:48	44.0	1.405	06:18:42.75	-70:59:57.1
120712A	2.1	0.12	2012-07-12	13:42:27	14.7	4.1745	11:18:21.16	-20:02:01.2
120714A	2.8	0.4599999999999999	2012-07-14	07:46:46	16.2	n/a	11:11:55.94	-30:37:38.0
120716A	3.4	3.35	2012-07-16	17:05:04	230.0	2.486	20:52:12.14	+09:35:54.8
120722A	2.8	0.885	2012-07-22	12:53:26	42.4	0.9586	15:21:59.14	+13:15:05.4
120724A	1.8	0.1377	2012-07-24	06:39:02	72.8	1.48	16:20:43.20	+03:30:29.0
120728A	2.6	0.165	2012-07-28	22:25:11	22.06	n/a	09:08:22.66	-54:26:14.9
120729A	1.9	0.125	2012-07-29	10:56:14	71.5	0.8	00:52:17.88	+49:56:22.3
120802A	2.0	0.155	2012-08-02	08:00:51	50.0	3.796	02:59:22.22	+13:46:05.6
120803	1.2	0.47	n/a	n/a	n/a	n/a	20:56:56.56	+53:18:15.3
120803A	1.1	0.7	2012-08-03	07:22:16	10.0	n/a	17:58:03.00	-06:45:45.8
120804A	2.0	0.205	2012-08-04	00:54:14	0.81	n/a	15:35:47.51	-28:46:56.0
120805A	1.6	0.345	2012-08-05	21:28:09	48.0	3.1	14:26:09.13	+05:49:30.4
120807A	2.4	0.365	2012-08-07	07:09:37	20.0	n/a	16:05:02.46	-47:28:47.0
120811A	1.9	0.515	2012-08-11	02:35:18	166.0	n/a	17:08:39.71	-22:42:39.7
120811C	1.8	0.1149999999999999	2012-08-11	15:34:52	26.8	2.671	13:18:43.66	+62:18:03.7
120815A	1.8	0.12	2012-08-15	02:13:58	9.7	2.358	18:15:49.91	-52:07:53.2
120816A	2.1	0.28	2012-08-16	19:18:34	7.6	n/a	18:48:34.32	-06:56:18.1
120817A	2.0	0.39	2012-08-17	06:49:42	28.2	n/a	16:42:45.42	-38:21:15.7
120819A	2.0	0.49	2012-08-19	13:10:14	71.0	n/a	15:43:37.83	-07:18:32.4
120907A	1.8	0.09695	2012-09-07	00:24:23	16.9	0.97	04:58:60.00	-09:18:53.6
120909A	2.0	0.08115	2012-09-09	01:42:03	112.0	3.93	18:22:56.82	-59:26:55.0
120911A	2.0	0.37	2012-09-11	07:08:33	17.8	n/a	23:51:55.03	+63:05:55.8
120922A	2.1	0.125	2012-09-22	22:30:28	173.0	3.1	15:38:59.66	-20:10:55.1
120923A	1.8	0.36	2012-09-23	05:16:06	27.2	7.8	20:15:10.73	+06:13:16.9
120927A	1.7	0.18	2012-09-27	22:40:46	43.0	n/a	09:06:27.30	+00:24:57.9
121001A	1.4	0.29	2012-10-01	18:23:02	147.0	n/a	18:24:07.78	-05:39:56.6
121011A	1.8	0.26	2012-10-11	11:15:30	75.6	n/a	17:20:51.27	+41:06:36.8
121017A	2.2	0.24	2012-10-17	19:23:28	4.2	n/a	19:15:19.20	-01:36:16.2
121024A	2.0	0.12	2012-10-24	02:56:12	69.0	2.298	04:41:53.31	-12:17:26.1
121025A	3.0	1.1	2012-10-25	07:46:30	20.0	n/a	16:33:31.91	+27:40:15.1
121027A	2.3	0.105	2012-10-27	07:32:29	62.6	1.773	04:14:23.35	-58:49:47.0
121028A	1.7	0.295	2012-10-28	05:04:31	3.8	n/a	18:07:35.84	-02:17:36.1
121031A	2.3	0.08355	2012-10-31	22:50:30	226.0	n/a	11:23:04.79	-03:31:02.0
121102A	1.8	0.255	2012-11-02	02:27:02	24.7	n/a	18:03:36.24	-16:57:27.3
121108A	1.8	0.13	2012-11-08	17:47:39	89.0	n/a	05:32:46.70	+54:28:24.6
121117A	2.0	0.325	2012-11-17	08:50:56	30.0	n/a	02:06:26.53	+07:25:10.2
121123A	1.9	0.105	2012-11-23	10:02:41	317.0	n/a	20:29:16.32	-11:51:36.4
121125A	2.1	0.1149999999999999	2012-11-25	08:32:27	52.2	n/a	15:14:06.71	+55:18:48.5
121128A	2.0	0.075	2012-11-28	05:05:37	23.3	2.2	20:02:23.91	+54:17:59.1
121201A	1.5	0.115	2012-12-01	12:25:42	85.0	3.385	00:53:52.21	-42:56:34.5
121202A	2.1	0.15	2012-12-02	04:20:05	20.1	n/a	17:07:11.24	+23:56:53.3
121209A	2.1	0.125	2012-12-09	21:59:11	42.7	2.1	21:47:08.94	-08:14:06.0
121211A	2.0	0.11	2012-12-11	13:47:02	182.0	1.023	13:02:07.95	+30:08:54.3
121212A	2.3	0.15	2012-12-12	06:56:13	6.8	n/a	11:51:10.15	+78:02:13.8
121217A	2.0	0.0527	2012-12-17	07:17:47	778.0	3.0	10:14:50.43	-62:21:01.9
121226A	2.4	0.385	2012-12-26	19:09:43	1.0	n/a	11:14:34.14	-30:24:22.5
121229A	2.4	0.195	2012-12-29	05:00:21	100.0	2.707	12:40:24.35	-50:35:37.8
130102A	1.9	0.375	2013-01-02	18:10:53	77.5	n/a	20:45:41.50	+49:49:03.8
130122A	1.7	0.21	2013-01-22	23:44:09	64.0	n/a	12:57:08.49	+59:00:52.2
130131	2.1	0.31	n/a	n/a	n/a	n/a	11:35:49.33	+15:02:17.4
130131A	2.2	0.215	2013-01-31	13:56:22	51.6	n/a	11:24:30.31	+48:04:32.9
130206A	n/a	n/a	2013-02-06	19:36:28	128.0	n/a	09:21:30.52	-58:11:42.8
130211A	2.6	0.285	2013-02-11	03:36:32	25.1	n/a	09:50:08.64	-42:20:40.3
130215A	1.61	0.075	n/a	n/a	65.7	0.597	02:54:00.70	+13:23:43.4
130305A	1.9	0.565	2013-03-05	11:39:16	20.0	n/a	07:46:59.05	+52:01:57.3
130306A	1.7	0.61	2013-03-06	23:51:01	n/a	n/a	18:37:50.89	-11:40:52.8
130313A	n/a	n/a	2013-03-13	16:08:11	0.26	n/a	15:45:38.94	-00:22:06.4
130315A	2.0	0.175	2013-03-15	12:45:32	233.4	n/a	10:30:11.60	-51:47:39.8
130327	1.3	1.05	n/a	n/a	n/a	n/a	14:31:30.57	-69:24:15.5
130327A	2.4	0.195	2013-03-27	01:47:34	9.0	n/a	06:08:09.24	+55:42:53.9
130408A	2.2	0.071	2013-04-08	21:51:38	28.0	3.757	08:57:37.41	-32:21:38.6
130418A	1.6	0.185	2013-04-18	19:00:53	300.0	1.218	09:56:08.86	+13:40:01.8
130420	1.8	0.38	n/a	n/a	n/a	n/a	12:12:30.79	+54:23:26.3
130420A	2.2	0.105	2013-04-20	07:28:29	123.5	1.297	13:04:25.49	+59:25:26.7
130427	1.8	0.195	n/a	n/a	n/a	n/a	20:59:35.68	-22:32:48.6
130427A	1.7	0.08115	2013-04-27	07:47:57	162.83	0.3399	11:32:32.36	+27:41:54.8
130502	1.8	0.2	n/a	n/a	n/a	n/a	04:27:02.76	+71:03:38.5
130502A	2.1	0.3	2013-05-02	17:50:30	3.0	n/a	09:14:16.53	-00:07:24.1
130504A	2.0	0.285	2013-05-04	02:05:34	50.0	n/a	18:09:49.48	-16:18:48.7
130504C	1.8	0.3349999999999999	2013-05-04	23:30:15	74.0	n/a	06:06:31.01	+03:50:01.6
130505	2.2	2.1	n/a	n/a	n/a	n/a	09:17:21.81	+01:42:03.2
130505A	1.8	0.05295	2013-05-05	08:22:28	88.0	2.27	09:08:14.60	+17:29:04.6
130508A	1.7	1.15	2013-05-08	17:08:53	42.0	n/a	20:21:17.43	+34:57:29.1
130511A	1.9	0.175	2013-05-11	11:30:47	5.43	1.3033	13:06:34.89	+18:42:35.9
130513A	2.7	1.3	2013-05-13	07:38:00	n/a	n/a	09:39:02.84	-05:14:30.4
130514	2.1	0.3	n/a	n/a	n/a	n/a	09:50:26.03	-18:57:54.6
130514A	2.0	0.185	2013-05-14	07:13:41	204.0	3.6	19:45:07.94	-07:58:34.8
130515A	1.6	0.625	2013-05-15	01:21:17	0.29	n/a	18:53:45.68	-54:16:45.2
130518A	2.0	0.47	2013-05-18	13:55:07.4	48.0	2.488	23:42:40.26	+47:27:53.4
130527A	1.6	0.145	2013-05-27	14:21:30	44.0	n/a	20:37:06.36	-24:43:30.5
130528A	1.9	0.145	2013-05-28	16:41:23	59.4	1.25	09:17:59.14	+87:18:02.6
130529A	1.3	0.14	2013-05-29	11:15:25	128.0	n/a	01:37:07.74	-64:08:50.9
130603	2.0	0.14	n/a	n/a	n/a	n/a	11:28:48.17	+17:04:16.9
130603A	2.3	0.175	2013-06-03	05:59:32	76.0	n/a	05:47:34.98	+82:54:30.6
130603B	2.0	0.155	n/a	n/a	0.18	0.356	11:28:48.15	+17:04:18.0
130604A	2.1	0.325	2013-06-04	06:54:26	37.7	1.06	16:40:44.90	+68:13:35.6
130605A	1.6	0.275	2013-06-05	23:41:42	12.6	n/a	08:58:08.54	-33:27:41.3
130606	2.4	0.3349999999999999	n/a	n/a	n/a	n/a	14:34:07.01	-22:06:07.5
130606A	1.7	0.105	2013-06-06	21:04:39	276.58	5.913	16:37:35.10	+29:47:46.6
130608A	2.4	0.265	2013-06-08	23:14:21	151.38	n/a	01:38:26.66	+41:30:09.9
130609	2.0	0.09955	n/a	n/a	n/a	n/a	03:35:05.06	-40:10:26.8
130609A	2.7	0.345	2013-06-09	03:05:08	7.0	n/a	10:10:40.44	+24:07:56.6
130610A	2.0	0.155	2013-06-10	03:12:13	46.4	2.092	14:57:40.91	+28:12:25.7
130612A	2.1	0.27	2013-06-12	03:22:22	4.0	2.006	17:19:10.62	+16:43:11.7
130615A	2.1	0.13	2013-06-15	09:44:45	304.0	n/a	18:19:19.12	-68:09:40.1
130623A	1.6	0.98	2013-06-23	11:42:44.7	15.0	n/a	01:23:25.94	-77:46:23.2
130625A	2.1	0.575	2013-06-25	07:00:39	38.1	n/a	22:53:06.70	+82:10:27.6
130627	1.2	0.78	n/a	n/a	n/a	n/a	12:07:38.58	-55:42:01.9
130627A	2.3	0.295	2013-06-27	08:55:03	30.8	n/a	12:17:39.66	-37:05:12.5
130701A	1.8	0.12	2013-07-01	04:17:43	4.38	1.155	23:48:55.05	+36:06:01.3
130702A	1.8	0.14	2013-07-02	00:05:23	59.0	0.145	14:29:14.77	+15:46:26.6
130716A	2.3	0.69	2013-07-16	10:36:53	0.8	n/a	11:58:17.69	+63:03:11.6
130722A	1.9	0.155	2013-07-22	08:19:19	n/a	n/a	17:22:36.46	-02:58:22.0
130725	1.9	0.14	n/a	n/a	n/a	n/a	14:16:57.74	-11:07:42.6
130725A	2.4	0.5	2013-07-25	11:37:11	101.8	n/a	15:20:07.77	+00:37:39.3
130727A	1.9	0.16	2013-07-27	16:45:19.52	13.57	n/a	22:03:11.58	-65:32:18.8
130803A	2.4	0.235	2013-08-03	10:02:52	44.0	n/a	14:41:00.64	-02:29:31.3
130806A	1.7	0.5549999999999999	2013-08-06	02:51:33	6.1	n/a	02:23:42.86	+67:31:55.9
130807A	2.4	0.48	2013-08-07	10:25:43	n/a	n/a	17:59:11.88	-27:36:59.6
130812A	2.0	0.165	2013-08-12	22:22:52	7.6	n/a	06:09:35.00	-13:17:17.9
130816	2.1	0.36	n/a	n/a	n/a	n/a	11:20:03.96	-57:33:25.9
130816A	2.1	0.345	2013-08-16	01:46:55	29.97	n/a	13:08:33.68	-58:56:41.4
130822A	2.1	1.345	2013-08-22	15:54:17	0.04	n/a	01:51:41.27	-03:12:31.7
130831	2.0	0.155	n/a	n/a	n/a	n/a	12:49:41.00	-29:10:58.7
130831A	1.7	0.1031	2013-08-31	13:04:16	32.5	0.4791	23:54:29.92	+29:25:47.2
130903A	2.4	0.61	2013-09-03	00:47:20	69.0	n/a	05:28:31.27	-00:07:37.6
130907A	1.8	0.0453	2013-09-07	21:41:13	115.1	1.238	14:23:34.09	+45:36:26.6
130912A	1.6	0.135	2013-09-12	08:34:57	0.28	n/a	03:10:22.14	+13:59:48.1
130925A	2.7	0.135	2013-09-25	04:11:24	n/a	0.347	02:44:42.93	-26:09:09.8
130929A	2.4	0.675	2013-09-29	09:36:33	11.1	n/a	09:00:05.80	-47:33:40.1
131002	2.2	0.655	n/a	n/a	n/a	n/a	05:00:29.64	-75:42:10.6
131002A	2.0	0.175	2013-10-02	06:54:21	55.59	n/a	16:52:52.45	+82:03:15.9
131004A	2.0	0.185	2013-10-04	21:41:03	1.54	0.717	19:44:27.11	-02:57:30.3
131011A	1.4	0.74	2013-10-11	17:47:34.99	77.0	1.874	02:10:06.30	-04:24:40.6
131014A	2.2	0.63	2013-10-14	05:09:00.20	3.2	n/a	06:41:12.54	-19:05:51.8
131018	0.71	2.15	n/a	n/a	n/a	n/a	20:18:08.47	+23:11:12.3
131018A	2.1	0.155	2013-10-18	12:47:48	73.22	n/a	06:33:53.12	-19:53:47.4
131024	1.7	0.24	n/a	n/a	n/a	n/a	09:38:00.66	+44:16:16.8
131024A	2.0	0.175	2013-10-24	12:26:20	112.0	n/a	19:21:55.56	-64:36:09.6
131030A	2.0	0.1	2013-10-30	20:56:18	41.1	1.295	23:00:16.18	-05:22:06.1
131031A	1.7	0.8250000000000001	2013-10-31	11:33:31	n/a	n/a	01:58:26.57	-01:34:46.4
131103A	2.0	0.155	2013-11-03	22:07:25	17.3	0.599	23:15:40.44	-44:38:25.0
131105A	2.0	0.12	2013-11-05	02:04:44	112.3	1.686	04:43:52.15	-62:59:43.3
131108A	2.0	0.185	2013-11-08	20:41:55.76	19.0	2.4	10:26:00.41	+09:39:44.9
131117A	2.0	0.195	2013-11-17	00:34:04	11.0	4.042	22:09:19.44	-31:45:44.2
131122A	1.6	0.985	2013-11-22	21:25:01	70.0	n/a	10:10:09.91	+57:43:40.8
131127A	2.1	0.145	2013-11-27	10:11:35	92.1	n/a	22:10:55.14	+36:36:34.6
131128A	1.6	0.185	2013-11-28	15:06:24	3.0	n/a	23:41:13.80	+31:18:22.9
131202A	1.9	0.345	2013-12-02	15:12:09	30.4	n/a	22:56:12.98	-21:39:44.4
131205A	2.1	0.38	2013-12-05	09:18:38	37.5	n/a	08:46:30.68	-60:09:21.6
131227A	2.0	0.215	2013-12-27	04:44:51	18.0	n/a	04:29:30.77	+28:52:59.3
131229A	2.2	0.195	2013-12-29	06:39:24	13.86	n/a	05:40:55.62	-04:23:46.9
131231A	1.9	0.15	2013-12-31	04:45:16.08	31.0	0.642	00:42:21.64	-01:39:12.1
140102A	1.8	0.185	2014-01-02	21:17:37	65.0	n/a	14:07:40.60	+01:20:00.1
140103A	2.4	0.485	2014-01-03	00:30:43	17.3	n/a	15:28:20.84	+37:45:27.2
140104	6.3	3.4000000000000004	n/a	n/a	n/a	n/a	14:35:01.03	-09:01:41.5
140108A	2.0	0.155	2014-01-08	17:18:42	94.0	n/a	21:40:26.88	+58:44:40.1
140114A	2.2	0.195	2014-01-14	11:57:40	139.7	3.0	12:34:05.07	+27:57:02.1
140129	2.0	0.22	n/a	n/a	n/a	n/a	21:47:01.62	+26:12:23.0
140129A	1.9	0.13	2014-01-29	03:23:59	2.99	n/a	02:31:33.83	-01:35:43.3
140206A	1.8	0.0545	2014-02-06	07:17:20	93.6	2.73	09:41:20.29	+66:45:38.4
140209A	2.9	1.75	2014-02-09	07:30:57	21.3	n/a	05:25:18.96	+32:29:53.8
140211A	1.7	0.94	2014-02-11	12:23:03	89.4	n/a	08:16:53.50	+20:14:36.4
140213A	1.9	0.06145	2014-02-13	19:21:37	60.0	1.2076	07:00:37.25	-73:08:13.6
140215A	1.9	0.145	2014-02-15	04:07:10	84.2	n/a	06:56:35.79	+41:47:10.8
140226A	2.0	0.4	2014-02-26	10:18:00	15.0	1.98	14:45:58.12	+14:59:37.9
140301A	2.2	0.27	2014-03-01	15:24:49	31.0	1.416	04:38:13.87	-34:15:23.5
140302A	1.3	0.51	2014-03-02	08:12:58	87.5	n/a	16:55:26.41	-12:52:41.8
140304A	2.0	0.11	2014-03-04	13:22:31	15.6	5.283	02:02:34.26	+33:28:25.6
140311	1.7	0.25	n/a	n/a	n/a	n/a	16:49:18.03	+52:43:27.2
140311A	1.6	0.15	2014-03-11	21:05:16	71.4	4.954	13:57:13.26	+00:38:30.9
140318A	2.4	0.525	2014-03-18	00:09:07	8.43	1.02	12:16:21.44	+20:12:32.5
140320	2.4	0.365	n/a	n/a	n/a	n/a	09:42:14.66	+60:16:08.3
140320A	6.4	7.1000000000000005	2014-03-20	02:12:45	0.45	n/a	18:47:25.22	-11:11:38.7
140320C	1.4	0.755	2014-03-20	13:17:20	30.0	n/a	08:57:34.70	+71:11:54.4
140323A	2.1	0.1149999999999999	2014-03-23	10:23:11	104.9	n/a	23:47:50.16	-79:54:16.6
140331A	1.9	0.14	2014-03-31	05:49:48	209.0	n/a	08:59:27.49	+02:43:01.5
140408A	2.6	0.62	2014-04-08	13:15:54	4.0	n/a	19:22:51.84	-12:35:42.2
140412A	3.3	0.8049999999999999	2014-04-12	22:20:49	39.6	n/a	09:39:53.59	-65:49:18.4
140413A	2.3	0.305	2014-04-13	00:09:40	139.6	n/a	04:21:49.17	-51:10:58.6
140419A	1.9	0.05035	2014-04-19	04:06:51	94.7	3.956	08:27:57.42	+46:14:24.8
140423A	2.0	0.0834999999999999	2014-04-23	08:31:53	134.0	3.26	13:09:08.52	+49:50:29.5
140428A	3.4	1.035	2014-04-28	22:40:50	17.42	4.7	12:57:28.42	+28:23:05.8
140430A	2.2	0.15	2014-04-30	20:33:36	173.6	1.6	06:51:44.61	+23:01:24.3
140502A	1.9	0.905	2014-05-02	08:30:20	16.9	n/a	21:16:45.14	+48:58:12.7
140506A	1.8	0.0751999999999999	2014-05-06	21:07:36	111.1	0.889	18:27:06.10	-55:38:10.8
140508A	1.9	0.225	2014-05-08	03:03:54.60	44.3	1.027	17:01:51.95	+46:46:49.3
140509A	2.0	0.145	2014-05-09	02:22:13	23.2	2.4	03:06:22.79	-62:38:20.9
140512A	1.9	0.05345	2014-05-12	19:31:49	154.8	0.725	19:17:28.84	-15:05:39.6
140515A	1.8	0.12	2014-05-15	09:12:36	23.4	6.32	12:24:15.46	+15:06:17.2
140516A	1.4	0.72	2014-05-16	20:30:54	0.19	n/a	16:51:57.40	+39:57:46.3
140518A	1.9	0.12	2014-05-18	09:17:46	60.5	4.707	15:09:00.60	+42:25:05.6
140529A	1.8	1.2000000000000002	2014-05-29	09:28:06	4.5	n/a	15:15:07.74	-41:03:08.1
140606	2.0	0.8200000000000001	n/a	n/a	n/a	n/a	21:52:29.96	+32:00:52.3
140610A	2.2	0.825	2014-06-10	16:31:29	134.1	n/a	19:05:04.57	+03:54:29.1
140611A	1.0	1.5750000000000002	2014-06-11	03:51:04	1.9	n/a	23:19:40.23	-40:06:16.5
140614	1.5	0.215	n/a	n/a	n/a	n/a	21:30:31.49	+14:55:46.8
140614A	1.8	0.135	2014-06-14	01:04:59	720.0	4.233	15:24:40.73	-79:07:42.9
